@relation IBM-HR-Employee-Attrition-weka.filters.supervised.instance.SMOTE-C0-K5-P120.0-S1-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C38-Llast-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C37-Llast-weka.filters.unsupervised.attribute.Remove-R37-38-weka.filters.unsupervised.instance.RemovePercentage-P20.0

@attribute Age numeric
@attribute Attrition {Yes,No}
@attribute BusinessTravel {Travel_Rarely,Travel_Frequently,Non-Travel}
@attribute DailyRate numeric
@attribute Department {Sales,'Research & Development','Human Resources'}
@attribute DistanceFromHome numeric
@attribute Education numeric
@attribute EducationField {'Life Sciences',Other,Medical,Marketing,'Technical Degree','Human Resources'}
@attribute EmployeeCount numeric
@attribute EmployeeNumber numeric
@attribute EnvironmentSatisfaction numeric
@attribute Gender {Female,Male}
@attribute HourlyRate numeric
@attribute JobInvolvement numeric
@attribute JobLevel numeric
@attribute JobRole {'Sales Executive','Research Scientist','Laboratory Technician','Manufacturing Director','Healthcare Representative',Manager,'Sales Representative','Research Director','Human Resources'}
@attribute JobSatisfaction numeric
@attribute MaritalStatus {Single,Married,Divorced}
@attribute MonthlyIncome numeric
@attribute MonthlyRate numeric
@attribute NumCompaniesWorked numeric
@attribute Over18 {Y}
@attribute OverTime {Yes,No}
@attribute PercentSalaryHike numeric
@attribute PerformanceRating numeric
@attribute RelationshipSatisfaction numeric
@attribute StandardHours numeric
@attribute StockOptionLevel numeric
@attribute TotalWorkingYears numeric
@attribute TrainingTimesLastYear numeric
@attribute WorkLifeBalance numeric
@attribute YearsAtCompany numeric
@attribute YearsInCurrentRole numeric
@attribute YearsSinceLastPromotion numeric
@attribute YearsWithCurrManager numeric
@attribute Class_Attrition {Yes,No}

@data
34,No,Travel_Rarely,204,Sales,14,3,'Technical Degree',1,666,3,Female,31,3,1,'Sales Representative',3,Divorced,2579,2912,1,Y,Yes,18,3,4,80,2,8,3,3,8,2,0,6,No
27,Yes,Travel_Rarely,1420,Sales,2,1,Marketing,1,667,3,Male,85,3,1,'Sales Representative',1,Divorced,3041,16346,0,Y,No,11,3,2,80,1,5,3,3,4,3,0,2,Yes
21,No,Travel_Rarely,1343,Sales,22,1,'Technical Degree',1,669,3,Male,49,3,1,'Sales Representative',3,Single,3447,24444,1,Y,No,11,3,3,80,0,3,2,3,3,2,1,2,No
44,No,Travel_Rarely,1315,'Research & Development',3,4,Other,1,671,4,Male,35,3,5,Manager,4,Married,19513,9358,4,Y,Yes,12,3,1,80,1,26,2,4,2,2,0,1,No
33,No,Travel_Rarely,1216,Sales,8,4,Marketing,1,677,3,Male,39,3,2,'Sales Executive',3,Divorced,7104,20431,0,Y,No,12,3,4,80,0,6,3,3,5,0,1,2,No
32,No,Travel_Rarely,646,'Research & Development',9,4,'Life Sciences',1,679,1,Female,92,3,2,'Research Scientist',4,Married,6322,18089,1,Y,Yes,12,3,4,80,1,6,2,2,6,4,0,5,No
34,No,Travel_Rarely,1397,'Research & Development',1,5,'Life Sciences',1,683,2,Male,42,3,1,'Research Scientist',4,Married,2691,7660,1,Y,No,12,3,4,80,1,10,4,2,10,9,8,8,No
45,Yes,Travel_Frequently,306,Sales,26,4,'Life Sciences',1,684,1,Female,100,3,2,'Sales Executive',1,Married,4286,5630,2,Y,No,14,3,4,80,2,5,4,3,1,1,0,0,Yes
26,No,Travel_Rarely,991,'Research & Development',6,3,'Life Sciences',1,686,3,Female,71,3,1,'Laboratory Technician',4,Married,2659,17759,1,Y,Yes,13,3,3,80,1,3,2,3,3,2,0,2,No
37,No,Travel_Rarely,482,'Research & Development',3,3,Other,1,689,3,Male,36,3,3,'Manufacturing Director',3,Married,9434,9606,1,Y,No,15,3,3,80,1,10,2,3,10,7,7,8,No
29,No,Travel_Rarely,1176,Sales,3,2,Medical,1,690,2,Female,62,3,2,'Sales Executive',3,Married,5561,3487,1,Y,No,14,3,1,80,1,6,5,2,6,0,1,2,No
35,No,Travel_Rarely,1017,'Research & Development',6,4,'Life Sciences',1,691,2,Male,82,1,2,'Research Scientist',4,Single,6646,19368,1,Y,No,13,3,2,80,0,17,3,3,17,11,11,8,No
54,No,Travel_Rarely,397,'Human Resources',19,4,Medical,1,698,3,Male,88,3,3,'Human Resources',2,Married,10725,6729,2,Y,No,15,3,3,80,1,16,1,4,9,7,7,1,No
36,No,Travel_Rarely,913,'Research & Development',9,2,Medical,1,699,2,Male,48,2,2,'Manufacturing Director',2,Divorced,8847,13934,2,Y,Yes,11,3,3,80,1,13,2,3,3,2,0,2,No
27,No,Travel_Rarely,1115,'Research & Development',3,4,Medical,1,700,1,Male,54,2,1,'Research Scientist',4,Single,2045,15174,0,Y,No,13,3,4,80,0,5,0,3,4,2,1,1,No
20,Yes,Travel_Rarely,1362,'Research & Development',10,1,Medical,1,701,4,Male,32,3,1,'Research Scientist',3,Single,1009,26999,1,Y,Yes,11,3,4,80,0,1,5,3,1,0,1,1,Yes
33,Yes,Travel_Frequently,1076,'Research & Development',3,3,'Life Sciences',1,702,1,Male,70,3,1,'Research Scientist',1,Single,3348,3164,1,Y,Yes,11,3,1,80,0,10,3,3,10,8,9,7,Yes
35,No,Non-Travel,727,'Research & Development',3,3,'Life Sciences',1,704,3,Male,41,2,1,'Laboratory Technician',3,Married,1281,16900,1,Y,No,18,3,3,80,2,1,3,3,1,0,0,0,No
23,No,Travel_Rarely,885,'Research & Development',4,3,Medical,1,705,1,Male,58,4,1,'Research Scientist',1,Married,2819,8544,2,Y,No,16,3,1,80,1,5,3,4,3,2,0,2,No
29,No,Travel_Frequently,806,'Research & Development',1,4,'Life Sciences',1,710,2,Male,76,1,1,'Research Scientist',4,Divorced,2720,18959,1,Y,No,18,3,4,80,1,10,5,3,10,7,2,8,No
48,No,Travel_Rarely,817,Sales,2,1,Marketing,1,712,2,Male,56,4,2,'Sales Executive',2,Married,8120,18597,3,Y,No,12,3,4,80,0,12,3,3,2,2,2,2,No
37,No,Travel_Rarely,1225,'Research & Development',10,2,'Life Sciences',1,715,4,Male,80,4,1,'Research Scientist',4,Single,4680,15232,3,Y,No,17,3,1,80,0,4,2,3,1,0,0,0,No
50,No,Travel_Rarely,1207,'Research & Development',28,1,Medical,1,716,4,Male,74,4,1,'Laboratory Technician',3,Married,3221,3297,1,Y,Yes,11,3,3,80,3,20,3,3,20,8,3,8,No
34,No,Travel_Rarely,1442,'Research & Development',9,3,Medical,1,717,4,Female,46,2,3,'Healthcare Representative',2,Single,8621,17654,1,Y,No,14,3,2,80,0,9,3,4,8,7,7,7,No
24,Yes,Travel_Rarely,693,Sales,3,2,'Life Sciences',1,720,1,Female,65,3,2,'Sales Executive',3,Single,4577,24785,9,Y,No,14,3,1,80,0,4,3,3,2,2,2,0,Yes
39,No,Travel_Rarely,408,'Research & Development',2,4,'Technical Degree',1,721,4,Female,80,2,2,'Healthcare Representative',3,Single,4553,20978,1,Y,No,11,3,1,80,0,20,4,3,20,7,11,10,No
32,No,Travel_Rarely,929,Sales,10,3,Marketing,1,722,4,Male,55,3,2,'Sales Executive',4,Single,5396,21703,1,Y,No,12,3,4,80,0,10,2,2,10,7,0,8,No
50,Yes,Travel_Frequently,562,Sales,8,2,'Technical Degree',1,723,2,Male,50,3,2,'Sales Executive',3,Married,6796,23452,3,Y,Yes,14,3,1,80,1,18,4,3,4,3,1,3,Yes
38,No,Travel_Rarely,827,'Research & Development',1,4,'Life Sciences',1,724,2,Female,33,4,2,'Healthcare Representative',4,Single,7625,19383,0,Y,No,13,3,3,80,0,10,4,2,9,7,1,8,No
27,No,Travel_Rarely,608,'Research & Development',1,2,'Life Sciences',1,725,3,Female,68,3,3,'Manufacturing Director',1,Married,7412,6009,1,Y,No,11,3,4,80,0,9,3,3,9,7,0,7,No
32,No,Travel_Rarely,1018,'Research & Development',3,2,'Life Sciences',1,727,3,Female,39,3,3,'Research Director',4,Single,11159,19373,3,Y,No,15,3,4,80,0,10,6,3,7,7,7,7,No
47,No,Travel_Rarely,703,Sales,14,4,Marketing,1,728,4,Male,42,3,2,'Sales Executive',1,Single,4960,11825,2,Y,No,12,3,4,80,0,20,2,3,7,7,1,7,No
53,No,Travel_Rarely,970,'Research & Development',7,3,'Life Sciences',1,730,3,Male,59,4,4,'Research Director',3,Married,14814,13514,3,Y,No,19,3,3,80,0,32,3,3,5,1,1,3,No
41,No,Travel_Rarely,427,'Human Resources',10,4,'Human Resources',1,731,2,Male,73,2,5,Manager,4,Divorced,19141,8861,3,Y,No,15,3,2,80,3,23,2,2,21,6,12,6,No
60,No,Travel_Rarely,1179,Sales,16,4,Marketing,1,732,1,Male,84,3,2,'Sales Executive',1,Single,5405,11924,8,Y,No,14,3,4,80,0,10,1,3,2,2,2,2,No
41,No,Travel_Rarely,314,'Human Resources',1,3,'Human Resources',1,734,4,Male,59,2,5,Manager,3,Married,19189,19562,1,Y,No,12,3,2,80,1,22,3,3,22,7,2,10,No
50,No,Travel_Rarely,316,Sales,8,4,Marketing,1,738,4,Male,54,3,1,'Sales Representative',2,Married,3875,9983,7,Y,No,15,3,4,80,1,4,2,3,2,2,2,2,No
28,Yes,Travel_Rarely,654,'Research & Development',1,2,'Life Sciences',1,741,1,Female,67,1,1,'Research Scientist',2,Single,2216,3872,7,Y,Yes,13,3,4,80,0,10,4,3,7,7,3,7,Yes
36,No,Non-Travel,427,'Research & Development',8,3,'Life Sciences',1,742,1,Female,63,4,3,'Research Director',1,Married,11713,20335,9,Y,No,14,3,1,80,1,10,2,3,8,7,0,5,No
38,No,Travel_Rarely,168,'Research & Development',1,3,'Life Sciences',1,743,3,Female,81,3,3,'Manufacturing Director',3,Single,7861,15397,4,Y,Yes,14,3,4,80,0,10,4,4,1,0,0,0,No
44,No,Non-Travel,381,'Research & Development',24,3,Medical,1,744,1,Male,49,1,1,'Laboratory Technician',3,Single,3708,2104,2,Y,No,14,3,3,80,0,9,5,3,5,2,1,4,No
47,No,Travel_Frequently,217,Sales,3,3,Medical,1,746,4,Female,49,3,4,'Sales Executive',3,Divorced,13770,10225,9,Y,Yes,12,3,4,80,2,28,2,2,22,2,11,13,No
29,No,Travel_Rarely,1396,Sales,10,3,'Life Sciences',1,749,3,Male,99,3,1,'Sales Representative',3,Single,2642,2755,1,Y,No,11,3,3,80,0,1,6,3,1,0,0,0,No
42,Yes,Travel_Frequently,933,'Research & Development',19,3,Medical,1,752,3,Male,57,4,1,'Research Scientist',3,Divorced,2759,20366,6,Y,Yes,12,3,4,80,0,7,2,3,2,2,2,2,Yes
43,No,Travel_Frequently,775,Sales,15,3,'Life Sciences',1,754,4,Male,47,2,2,'Sales Executive',4,Married,6804,23683,3,Y,No,18,3,3,80,1,7,5,3,2,2,2,2,No
34,No,Travel_Rarely,970,'Research & Development',8,2,Medical,1,757,2,Female,96,3,2,'Healthcare Representative',3,Single,6142,7360,3,Y,No,11,3,4,80,0,10,2,3,5,1,4,3,No
23,No,Travel_Rarely,650,'Research & Development',9,1,Medical,1,758,2,Male,37,3,1,'Laboratory Technician',1,Married,2500,4344,1,Y,No,14,3,4,80,1,5,2,4,4,3,0,2,No
39,No,Travel_Rarely,141,'Human Resources',3,3,'Human Resources',1,760,3,Female,44,4,2,'Human Resources',2,Married,6389,18767,9,Y,No,15,3,3,80,1,12,3,1,8,3,3,6,No
56,No,Travel_Rarely,832,'Research & Development',9,3,Medical,1,762,3,Male,81,3,4,'Healthcare Representative',4,Married,11103,20420,7,Y,No,11,3,3,80,0,30,1,2,10,7,1,1,No
27,No,Travel_Rarely,975,'Research & Development',7,3,Medical,1,764,4,Female,55,2,2,'Healthcare Representative',1,Single,6811,23398,8,Y,No,19,3,1,80,0,9,2,1,7,6,0,7,No
29,No,Travel_Rarely,1090,Sales,10,3,Marketing,1,766,4,Male,83,3,1,'Sales Representative',2,Divorced,2297,17967,1,Y,No,14,3,4,80,2,2,2,3,2,2,2,2,No
53,No,Travel_Rarely,346,'Research & Development',6,3,'Life Sciences',1,769,4,Male,86,3,2,'Laboratory Technician',4,Single,2450,10919,2,Y,No,17,3,4,80,0,19,4,3,2,2,2,2,No
35,No,Non-Travel,1225,'Research & Development',2,4,'Life Sciences',1,771,4,Female,61,3,2,'Healthcare Representative',1,Divorced,5093,4761,2,Y,No,11,3,1,80,1,16,2,4,1,0,0,0,No
32,No,Travel_Frequently,430,'Research & Development',24,4,'Life Sciences',1,772,1,Male,80,3,2,'Laboratory Technician',4,Married,5309,21146,1,Y,No,15,3,4,80,2,10,2,3,10,8,4,7,No
38,No,Travel_Rarely,268,'Research & Development',2,5,Medical,1,773,4,Male,92,3,1,'Research Scientist',3,Married,3057,20471,6,Y,Yes,13,3,2,80,1,6,0,1,1,0,0,1,No
34,No,Travel_Rarely,167,'Research & Development',8,5,'Life Sciences',1,775,2,Female,32,3,2,'Manufacturing Director',1,Divorced,5121,4187,3,Y,No,14,3,3,80,1,7,3,3,0,0,0,0,No
33,Yes,Travel_Rarely,527,'Research & Development',1,4,Other,1,780,4,Male,63,3,1,'Research Scientist',4,Single,2686,5207,1,Y,Yes,13,3,3,80,0,10,2,2,10,9,7,8,Yes
45,No,Travel_Rarely,954,Sales,2,2,'Technical Degree',1,783,2,Male,46,1,2,'Sales Representative',3,Single,6632,12388,0,Y,No,13,3,1,80,0,9,3,3,8,7,3,1,No
23,No,Travel_Rarely,310,'Research & Development',10,1,Medical,1,784,1,Male,79,4,1,'Research Scientist',3,Single,3505,19630,1,Y,No,18,3,4,80,0,2,3,3,2,2,0,2,No
47,Yes,Travel_Frequently,719,Sales,27,2,'Life Sciences',1,785,2,Female,77,4,2,'Sales Executive',3,Single,6397,10339,4,Y,Yes,12,3,4,80,0,8,2,3,5,4,1,3,Yes
55,Yes,Travel_Rarely,725,'Research & Development',2,3,Medical,1,787,4,Male,78,3,5,Manager,1,Married,19859,21199,5,Y,Yes,13,3,4,80,1,24,2,3,5,2,1,4,Yes
36,No,Non-Travel,1434,Sales,8,4,'Life Sciences',1,789,1,Male,76,2,3,'Sales Executive',1,Single,7587,14229,1,Y,No,15,3,2,80,0,10,1,3,10,7,0,9,No
52,No,Non-Travel,715,'Research & Development',19,4,Medical,1,791,4,Male,41,3,1,'Research Scientist',4,Married,4258,26589,0,Y,No,18,3,1,80,1,5,3,3,4,3,1,2,No
26,No,Travel_Frequently,575,'Research & Development',1,2,'Life Sciences',1,792,1,Female,71,1,1,'Laboratory Technician',4,Divorced,4364,5288,3,Y,No,14,3,1,80,1,5,2,3,2,2,2,0,No
29,No,Travel_Rarely,657,'Research & Development',27,3,Medical,1,793,2,Female,66,3,2,'Healthcare Representative',3,Married,4335,25549,4,Y,No,12,3,1,80,1,11,3,2,8,7,1,1,No
26,Yes,Travel_Rarely,1146,Sales,8,3,'Technical Degree',1,796,4,Male,38,2,2,'Sales Executive',1,Single,5326,3064,6,Y,No,17,3,3,80,0,6,2,2,4,3,1,2,Yes
34,No,Travel_Rarely,182,'Research & Development',1,4,'Life Sciences',1,797,2,Female,72,4,1,'Research Scientist',4,Single,3280,13551,2,Y,No,16,3,3,80,0,10,2,3,4,2,1,3,No
54,No,Travel_Rarely,376,'Research & Development',19,4,Medical,1,799,4,Female,95,3,2,'Manufacturing Director',1,Divorced,5485,22670,9,Y,Yes,11,3,2,80,2,9,4,3,5,3,1,4,No
27,No,Travel_Frequently,829,Sales,8,1,Marketing,1,800,3,Male,84,3,2,'Sales Executive',4,Married,4342,24008,0,Y,No,19,3,2,80,1,5,3,3,4,2,1,1,No
37,No,Travel_Rarely,571,'Research & Development',10,1,'Life Sciences',1,802,4,Female,82,3,1,'Research Scientist',1,Divorced,2782,19905,0,Y,Yes,13,3,2,80,2,6,3,2,5,3,4,3,No
38,No,Travel_Frequently,240,'Research & Development',2,4,'Life Sciences',1,803,1,Female,75,4,2,'Manufacturing Director',1,Single,5980,26085,6,Y,Yes,12,3,4,80,0,17,2,3,15,7,4,12,No
34,No,Travel_Rarely,121,'Research & Development',2,4,Medical,1,804,3,Female,86,2,1,'Research Scientist',1,Single,4381,7530,1,Y,No,11,3,3,80,0,6,3,3,6,5,1,3,No
35,No,Travel_Rarely,384,Sales,8,4,'Life Sciences',1,805,1,Female,72,3,1,'Sales Representative',4,Married,2572,20317,1,Y,No,16,3,2,80,1,3,1,2,3,2,0,2,No
34,No,Travel_Rarely,1111,Sales,8,2,'Life Sciences',1,808,3,Female,93,3,2,'Sales Executive',1,Married,6500,13305,5,Y,No,17,3,2,80,1,6,1,3,3,2,1,2,No
24,No,Non-Travel,1092,'Research & Development',9,3,'Life Sciences',1,812,3,Male,60,2,1,'Laboratory Technician',2,Divorced,2694,26551,1,Y,No,11,3,3,80,3,1,4,3,1,0,0,0,No
50,No,Travel_Rarely,691,'Research & Development',2,3,Medical,1,815,3,Male,64,3,4,'Research Director',3,Married,17639,6881,5,Y,No,16,3,4,80,0,30,3,3,4,3,0,3,No
29,Yes,Travel_Rarely,805,'Research & Development',1,2,'Life Sciences',1,816,2,Female,36,2,1,'Laboratory Technician',1,Married,2319,6689,1,Y,Yes,11,3,4,80,1,1,1,3,1,0,0,0,Yes
33,No,Travel_Rarely,213,'Research & Development',7,3,Medical,1,817,3,Male,49,3,3,'Research Director',3,Married,11691,25995,0,Y,No,11,3,4,80,0,14,3,4,13,9,3,7,No
33,Yes,Travel_Rarely,118,Sales,16,3,Marketing,1,819,1,Female,69,3,2,'Sales Executive',1,Single,5324,26507,5,Y,No,15,3,3,80,0,6,3,3,3,2,0,2,Yes
47,No,Travel_Rarely,202,'Research & Development',2,2,Other,1,820,3,Female,33,3,4,Manager,4,Married,16752,12982,1,Y,Yes,11,3,3,80,1,26,3,2,26,14,3,0,No
36,No,Travel_Rarely,676,'Research & Development',1,3,Other,1,823,3,Female,35,3,2,'Manufacturing Director',2,Married,5228,23361,0,Y,No,15,3,1,80,1,10,2,3,9,7,0,5,No
35,No,Travel_Rarely,1258,'Research & Development',1,4,'Life Sciences',1,826,4,Female,40,4,1,'Research Scientist',3,Single,2506,13301,3,Y,No,13,3,3,80,0,7,0,3,2,2,2,2,No
42,No,Travel_Rarely,932,'Research & Development',1,2,'Life Sciences',1,827,4,Female,43,2,2,'Manufacturing Director',4,Married,6062,4051,9,Y,Yes,13,3,4,80,1,8,4,3,4,3,0,2,No
28,Yes,Travel_Rarely,890,'Research & Development',2,4,Medical,1,828,3,Male,46,3,1,'Research Scientist',3,Single,4382,16374,6,Y,No,17,3,4,80,0,5,3,2,2,2,2,1,Yes
36,No,Travel_Rarely,1041,'Human Resources',13,3,'Human Resources',1,829,3,Male,36,3,1,'Human Resources',2,Married,2143,25527,4,Y,No,13,3,2,80,1,8,2,3,5,2,0,4,No
32,No,Travel_Rarely,859,'Research & Development',4,3,'Life Sciences',1,830,3,Female,98,2,2,'Manufacturing Director',3,Married,6162,19124,1,Y,No,12,3,3,80,1,14,3,3,14,13,6,8,No
40,No,Travel_Frequently,720,'Research & Development',16,4,Medical,1,832,1,Male,51,2,2,'Laboratory Technician',3,Single,5094,11983,6,Y,No,14,3,4,80,0,10,6,3,1,0,0,0,No
45,No,Travel_Rarely,252,'Research & Development',2,3,'Life Sciences',1,834,2,Female,95,2,1,'Research Scientist',3,Single,2274,6153,1,Y,No,14,3,4,80,0,1,3,3,1,0,0,0,No
42,No,Travel_Rarely,933,'Research & Development',29,3,'Life Sciences',1,836,2,Male,98,3,2,'Manufacturing Director',2,Married,4434,11806,1,Y,No,13,3,4,80,1,10,3,2,9,8,7,8,No
38,No,Travel_Frequently,471,'Research & Development',12,3,'Life Sciences',1,837,1,Male,45,2,2,'Healthcare Representative',1,Divorced,6288,4284,2,Y,No,15,3,3,80,1,13,3,2,4,3,1,2,No
34,No,Travel_Frequently,702,'Research & Development',16,4,'Life Sciences',1,838,3,Female,100,2,1,'Research Scientist',4,Single,2553,8306,1,Y,No,16,3,3,80,0,6,3,3,5,2,1,3,No
49,Yes,Travel_Rarely,1184,Sales,11,3,Marketing,1,840,3,Female,43,3,3,'Sales Executive',4,Married,7654,5860,1,Y,No,18,3,1,80,2,9,3,4,9,8,7,7,Yes
55,Yes,Travel_Rarely,436,Sales,2,1,Medical,1,842,3,Male,37,3,2,'Sales Executive',4,Single,5160,21519,4,Y,No,16,3,3,80,0,12,3,2,9,7,7,3,Yes
27,No,Travel_Rarely,269,'Research & Development',5,1,'Technical Degree',1,844,3,Male,42,2,3,'Research Director',4,Divorced,12808,8842,1,Y,Yes,16,3,2,80,1,9,3,3,9,8,0,8,No
34,No,Travel_Rarely,829,'Human Resources',3,2,'Human Resources',1,847,3,Male,88,3,1,'Human Resources',4,Married,3737,2243,0,Y,No,19,3,3,80,1,4,1,1,3,2,0,2,No
26,Yes,Travel_Frequently,887,'Research & Development',5,2,Medical,1,848,3,Female,88,2,1,'Research Scientist',3,Married,2366,20898,1,Y,Yes,14,3,1,80,1,8,2,3,8,7,1,7,Yes
27,No,Non-Travel,443,'Research & Development',3,3,Medical,1,850,4,Male,50,3,1,'Research Scientist',4,Married,1706,16571,1,Y,No,11,3,3,80,3,0,6,2,0,0,0,0,No
51,No,Travel_Rarely,1318,Sales,26,4,Marketing,1,851,1,Female,66,3,4,Manager,3,Married,16307,5594,2,Y,No,14,3,3,80,1,29,2,2,20,6,4,17,No
44,No,Travel_Rarely,625,'Research & Development',4,3,Medical,1,852,4,Male,50,3,2,'Healthcare Representative',2,Single,5933,5197,9,Y,No,12,3,4,80,0,10,2,2,5,2,2,3,No
25,No,Travel_Rarely,180,'Research & Development',2,1,Medical,1,854,1,Male,65,4,1,'Research Scientist',1,Single,3424,21632,7,Y,No,13,3,3,80,0,6,3,2,4,3,0,1,No
35,No,Travel_Rarely,1343,'Research & Development',27,1,Medical,1,856,3,Female,53,2,1,'Research Scientist',1,Single,2559,17852,1,Y,No,11,3,4,80,0,6,3,2,6,5,1,1,No
36,No,Travel_Rarely,928,Sales,1,2,'Life Sciences',1,857,2,Male,56,3,2,'Sales Executive',4,Married,6201,2823,1,Y,Yes,14,3,4,80,1,18,1,2,18,14,4,11,No
32,No,Travel_Rarely,117,Sales,13,4,'Life Sciences',1,859,2,Male,73,3,2,'Sales Executive',4,Divorced,4403,9250,2,Y,No,11,3,3,80,1,8,3,2,5,2,0,3,No
30,No,Travel_Frequently,1012,'Research & Development',5,4,'Life Sciences',1,861,2,Male,75,2,1,'Research Scientist',4,Divorced,3761,2373,9,Y,No,12,3,2,80,1,10,3,2,5,4,0,3,No
53,No,Travel_Rarely,661,Sales,7,2,Marketing,1,862,1,Female,78,2,3,'Sales Executive',4,Married,10934,20715,7,Y,Yes,18,3,4,80,1,35,3,3,5,2,0,4,No
45,No,Travel_Rarely,930,Sales,9,3,Marketing,1,864,4,Male,74,3,3,'Sales Executive',1,Divorced,10761,19239,4,Y,Yes,12,3,3,80,1,18,2,3,5,4,0,2,No
32,No,Travel_Rarely,638,'Research & Development',8,2,Medical,1,865,3,Female,91,4,2,'Research Scientist',3,Married,5175,22162,5,Y,No,12,3,3,80,1,9,3,2,5,3,1,3,No
37,No,Travel_Rarely,342,Sales,16,4,Marketing,1,868,4,Male,66,2,2,'Sales Executive',3,Divorced,6334,24558,4,Y,No,19,3,4,80,2,9,2,3,1,0,0,0,No
28,No,Travel_Rarely,1169,'Human Resources',8,2,Medical,1,869,2,Male,63,2,1,'Human Resources',4,Divorced,4936,23965,1,Y,No,13,3,4,80,1,6,6,3,5,1,0,4,No
42,No,Travel_Frequently,1271,'Research & Development',2,1,Medical,1,875,2,Male,35,3,1,'Research Scientist',4,Single,2515,9068,5,Y,Yes,14,3,4,80,0,8,2,3,2,1,2,2,No
25,No,Travel_Rarely,141,Sales,3,1,Other,1,879,3,Male,98,3,2,'Sales Executive',1,Married,4194,14363,1,Y,Yes,18,3,4,80,0,5,3,3,5,3,0,3,No
35,Yes,Travel_Frequently,130,'Research & Development',25,4,'Life Sciences',1,881,4,Female,96,3,1,'Research Scientist',2,Divorced,2022,16612,1,Y,Yes,19,3,1,80,1,10,3,2,10,2,7,8,Yes
32,No,Non-Travel,300,'Research & Development',1,3,'Life Sciences',1,882,4,Male,61,3,1,'Laboratory Technician',4,Divorced,2314,9148,0,Y,No,12,3,2,80,1,4,2,3,3,0,0,2,No
25,No,Travel_Rarely,583,Sales,4,1,Marketing,1,885,3,Male,87,2,2,'Sales Executive',1,Married,4256,18154,1,Y,No,12,3,1,80,0,5,1,4,5,2,0,3,No
49,No,Travel_Rarely,1418,'Research & Development',1,3,'Technical Degree',1,887,3,Female,36,3,1,'Research Scientist',1,Married,3580,10554,2,Y,No,16,3,2,80,1,7,2,3,4,2,0,2,No
24,No,Non-Travel,1269,'Research & Development',4,1,'Life Sciences',1,888,1,Male,46,2,1,'Laboratory Technician',4,Married,3162,10778,0,Y,No,17,3,4,80,0,6,2,2,5,2,3,4,No
32,No,Travel_Frequently,379,Sales,5,2,'Life Sciences',1,889,2,Male,48,3,2,'Sales Executive',2,Married,6524,8891,1,Y,No,14,3,4,80,1,10,3,3,10,8,5,3,No
38,No,Travel_Rarely,395,Sales,9,3,Marketing,1,893,2,Male,98,2,1,'Sales Representative',2,Married,2899,12102,0,Y,No,19,3,4,80,1,3,3,3,2,2,1,2,No
42,No,Travel_Rarely,1265,'Research & Development',3,3,'Life Sciences',1,894,3,Female,95,4,2,'Laboratory Technician',4,Married,5231,23726,2,Y,Yes,13,3,2,80,1,17,1,2,5,3,1,3,No
31,No,Travel_Rarely,1222,'Research & Development',11,4,'Life Sciences',1,895,4,Male,48,3,1,'Research Scientist',4,Married,2356,14871,3,Y,Yes,19,3,2,80,1,8,2,3,6,4,0,2,No
29,Yes,Travel_Rarely,341,Sales,1,3,Medical,1,896,2,Female,48,2,1,'Sales Representative',3,Divorced,2800,23522,6,Y,Yes,19,3,3,80,3,5,3,3,3,2,0,2,Yes
53,No,Travel_Rarely,868,Sales,8,3,Marketing,1,897,1,Male,73,3,4,'Sales Executive',4,Married,11836,22789,5,Y,No,14,3,3,80,1,28,3,3,2,0,2,2,No
35,No,Travel_Rarely,672,'Research & Development',25,3,'Technical Degree',1,899,4,Male,78,2,3,'Manufacturing Director',2,Married,10903,9129,3,Y,No,16,3,1,80,0,16,2,3,13,10,4,8,No
37,No,Travel_Frequently,1231,Sales,21,2,Medical,1,900,3,Female,54,3,1,'Sales Representative',4,Married,2973,21222,5,Y,No,15,3,2,80,1,10,3,3,5,4,0,0,No
53,No,Travel_Rarely,102,'Research & Development',23,4,'Life Sciences',1,901,4,Female,72,3,4,'Research Director',4,Single,14275,20206,6,Y,No,18,3,3,80,0,33,0,3,12,9,3,8,No
43,No,Travel_Frequently,422,'Research & Development',1,3,'Life Sciences',1,902,4,Female,33,3,2,'Healthcare Representative',4,Married,5562,21782,4,Y,No,13,3,2,80,1,12,2,2,5,2,2,2,No
37,No,Non-Travel,1252,Sales,19,2,Medical,1,904,1,Male,32,3,3,'Sales Executive',2,Single,7642,4814,1,Y,Yes,13,3,4,80,0,10,2,3,10,0,0,9,No
39,No,Travel_Rarely,1383,'Human Resources',2,3,'Life Sciences',1,909,4,Female,42,2,2,'Human Resources',4,Married,5204,7790,8,Y,No,11,3,3,80,2,13,2,3,5,4,0,4,No
33,No,Travel_Rarely,1075,'Human Resources',3,2,'Human Resources',1,910,4,Male,57,3,1,'Human Resources',2,Divorced,2277,22650,3,Y,Yes,11,3,3,80,1,7,4,4,4,3,0,3,No
29,No,Travel_Rarely,1086,'Research & Development',7,1,Medical,1,912,1,Female,62,2,1,'Laboratory Technician',4,Divorced,2532,6054,6,Y,No,14,3,3,80,3,8,5,3,4,3,0,3,No
